"id","name","alias","address","zipcode","location","state","country","founded","phone","fax","email","website","president","manager","logo_big","logo_middle","logo_small","standard_playground","notes","extended","ordering","checked_out","checked_out_time","modified","modified_by","dissolved","asset_id"
75,"İSTANBUL VMT","istanbul-vmt","","","İSTANBUL","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_vmtd.png","images/com_joomleague/database/clubs/medium/medium_vmtd.png","images/com_joomleague/database/clubs/small/small_vmtd.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",38,0,0000-00-00 00:00:00,2019-05-24 11:05:02,854,,43
76,"İZMİR B.ŞEHİR BLD","izmir-bb","","","İZMİR","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_izmir_bb_spor.png","images/com_joomleague/database/clubs/medium/medium_izmir_bb_spor.png","images/com_joomleague/database/clubs/small/small_izmir_bb_spor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",39,0,0000-00-00 00:00:00,2018-11-10 19:31:08,232,,44
77,"KOCAELİ B.ŞEHİR BLD","kagitspor","","","KOCAELİ","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_kocaeli_bb_kagit_Spor.png","images/com_joomleague/database/clubs/medium/medium_kocaeli_bb_kagit_Spor.png","images/com_joomleague/database/clubs/small/small_kocaeli_bb_kagit_Spor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",40,0,0000-00-00 00:00:00,2018-11-03 22:19:31,232,,45
78,"KON-TEK SPOR","kontek-spor","","","İZMİR","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_kontek.png","images/com_joomleague/database/clubs/medium/medium_kontek.png","images/com_joomleague/database/clubs/small/small_kontek.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",42,0,0000-00-00 00:00:00,2018-11-10 19:01:21,232,,46
79,"MALATYA YEŞİLYURT BLD","malatya-yesilyurt","","","MALATYA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_malatyayesilyurtbelediyespor.png","images/com_joomleague/database/clubs/medium/medium_malatyayesilyurtbelediyespor.png","images/com_joomleague/database/clubs/small/small_malatyayesilyurtbelediyespor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",48,0,0000-00-00 00:00:00,2018-11-10 19:08:31,232,,47
80,"MUĞLA SPOR","mugla-spor","","","MUĞLA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_muglaspor.png","images/com_joomleague/database/clubs/medium/medium_muglaspor.png","images/com_joomleague/database/clubs/small/small_muglaspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",50,0,0000-00-00 00:00:00,2018-12-13 20:57:35,232,,48
81,"AKKA OKULLARI","akka-okullari","","","MANİSA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_akka_okullari.png","images/com_joomleague/database/clubs/medium/medium_akka_okullari.png","images/com_joomleague/database/clubs/small/small_akka_okullari.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",2,0,0000-00-00 00:00:00,2018-11-28 00:00:00,232,,49
82,"ATAKUM BLD. SPOR","atakum-bld.-spor","","","SAMSUN","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_atakum_belediyesi.png","images/com_joomleague/database/clubs/medium/medium_atakum_belediyesi.png","images/com_joomleague/database/clubs/small/small_atakum_belediyesi.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",8,0,0000-00-00 00:00:00,2018-12-07 00:00:00,232,,50
83,"BALIKESİR BB. SPOR","balikesir-bb.-spor","","","BALIKESİR","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_balikesir_buyuksehirbelediye.png","images/com_joomleague/database/clubs/medium/medium_balikesir_buyuksehirbelediye.png","images/com_joomleague/database/clubs/small/small_balikesir_buyuksehirbelediye.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",9,0,0000-00-00 00:00:00,2018-12-16 00:00:00,232,,51
84,"ÇORUM BELEDİYESİ GSK","corum-belediyesi-gsk","","","ÇORUM","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_corum_belediyesi_gsk.png","images/com_joomleague/database/clubs/medium/medium_corum_belediyesi_gsk.png","images/com_joomleague/database/clubs/small/small_corum_belediyesi_gsk.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",19,0,0000-00-00 00:00:00,2022-04-16 15:34:39,485,"",102
85,"DENİZLİ SPOR","denizli-spor","","","DENİZLİ","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_denizlispor.png","images/com_joomleague/database/clubs/medium/medium_denizlispor.png","images/com_joomleague/database/clubs/small/small_denizlispor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",21,0,0000-00-00 00:00:00,2019-01-03 00:00:00,232,,53
86,"ENİS ÖZEL GSK","enis-ozel-gsk","","","HATAY","","TUR",,"","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",23,0,0000-00-00 00:00:00,2019-01-12 00:00:00,232,,54
87,"ISPARTES GSK","ispartes-gsk","","","ISPARTA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_ispartes.png","images/com_joomleague/database/clubs/medium/medium_ispartes.png","images/com_joomleague/database/clubs/small/small_ispartes.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",34,0,0000-00-00 00:00:00,2018-12-13 20:09:40,232,,55
88,"İKEM KOLEJ SPOR","ikem-kolej-spor","","","HATAY","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_ikem_kolej.png","images/com_joomleague/database/clubs/medium/medium_ikem_kolej.png","images/com_joomleague/database/clubs/small/small_ikem_kolej.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",35,0,0000-00-00 00:00:00,2019-01-30 00:00:00,232,,56
89,"LEFKE AVRUPA ÜNİV.","lefke-avrupa-univ","","","KKTC","","CTR",,"","","","","","","images/com_joomleague/database/clubs/large/large_lefke_avrupa_universitesi.png","images/com_joomleague/database/clubs/medium/medium_lefke_avrupa_universitesi.png","images/com_joomleague/database/clubs/small/small_lefke_avrupa_universitesi.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",45,0,0000-00-00 00:00:00,2018-12-10 12:02:36,232,,57
90,"LİN UN MTİ","lin-un-mti","","","KIRIKKALE","","TUR",,"","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",46,0,0000-00-00 00:00:00,2019-02-17 00:00:00,232,,58
91,"MARGENÇ SPOR","margenc-spor","","","MARDİN","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_margenc.png","images/com_joomleague/database/clubs/medium/medium_margenc.png","images/com_joomleague/database/clubs/small/small_margenc.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",49,0,0000-00-00 00:00:00,2019-02-26 00:00:00,232,,59
92,"TOKAT BELEDİYESİ","tokat-bld","","","TOKAT","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_tokat_belediyesi_plevnespor.png","images/com_joomleague/database/clubs/medium/medium_tokat_belediyesi_plevnespor.png","images/com_joomleague/database/clubs/small/small_tokat_belediyesi_plevnespor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",57,0,0000-00-00 00:00:00,2022-04-16 14:57:55,485,"",99
93,"TRABZON SPOR","trabzon-spor","","","TRABZON","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_trabzonspor.png","images/com_joomleague/database/clubs/medium/medium_trabzonspor.png","images/com_joomleague/database/clubs/small/small_trabzonspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",58,0,0000-00-00 00:00:00,2018-12-13 20:44:12,232,,61
94,"ZONGULDAK ÖZEL İDARE YOL","zonguldak-ozel-idare-yol","","","ZONGULDAK","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_zonguldak_yolspor.png","images/com_joomleague/database/clubs/medium/medium_zonguldak_yolspor.png","images/com_joomleague/database/clubs/small/small_zonguldak_yolspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",63,0,0000-00-00 00:00:00,2018-12-17 13:27:05,232,,62
95,"ÖZEL SPORCULAR","ozel-sporcular","","","ANKARA","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_ozel_sporcular.png","images/com_joomleague/database/clubs/medium/medium_ozel_sporcular.jpg","images/com_joomleague/database/clubs/small/small_ozel_sporcular.jpg",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",51,0,0000-00-00 00:00:00,2019-02-08 19:55:13,854,,63
96,"İSKENDERUN VMT","iskenderun-vmt","","","HATAY","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_iskenderun_vmtd.png","images/com_joomleague/database/clubs/medium/medium_iskenderun_vmtd.png","images/com_joomleague/database/clubs/small/small_iskenderun_vmtd.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",64,0,0000-00-00 00:00:00,2019-04-29 10:28:30,854,,64
97,"ANKA SPOR","anka-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_ankaspor.png","images/com_joomleague/database/clubs/medium/medium_ankaspor.png","images/com_joomleague/database/clubs/small/small_ankaspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",65,0,0000-00-00 00:00:00,2019-10-01 10:40:31,854,"",65
98,"ASP GENÇLİK VE SPOR KULÜBÜ","asp-gsk","","","","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_asp-gsk.png","images/com_joomleague/database/clubs/medium/medium_asp-gsk.png","images/com_joomleague/database/clubs/small/small_asp-gsk.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",66,0,0000-00-00 00:00:00,2018-12-13 19:49:42,232,,66
99,"HAZER SPOR","hazerspor","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_hazerspor.png","images/com_joomleague/database/clubs/small/small_hazerspor.png","images/com_joomleague/database/clubs/small/small_hazerspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",67,0,0000-00-00 00:00:00,2022-04-16 15:01:38,485,"",100
100,"DSİ","dsi","","","","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_istanbul-dsi.png","images/com_joomleague/database/clubs/medium/medium_istanbul-dsi.png","images/com_joomleague/database/clubs/small/small_istanbul-dsi.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",68,0,0000-00-00 00:00:00,2018-12-13 20:39:30,232,,68
101,"KUBUŞ BOYLERSAN MTİ","kubus-mti","","","","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_kubus_boylersan.png","images/com_joomleague/database/clubs/medium/medium_kubus-boylersan.png","images/com_joomleague/database/clubs/small/small_kubus-boylersan.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",69,0,0000-00-00 00:00:00,2018-12-13 20:17:08,232,,69
102,"REAL MARDİN","real-mardin","","","","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_real_mardin.png","images/com_joomleague/database/clubs/medium/medium_real_mardin.png","images/com_joomleague/database/clubs/small/small_real_mardin.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",70,0,0000-00-00 00:00:00,2018-12-13 20:24:37,232,,70
103,"SAMSUN MAARİF KOL. VE AND.LİS.","samsun-maarif","","","","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_samsun_maarif_koleji.png","images/com_joomleague/database/clubs/medium/medium_samsun_maarif_koleji.png","images/com_joomleague/database/clubs/small/small_samsun_maarif_koleji.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",71,0,0000-00-00 00:00:00,2018-12-13 20:27:33,232,,71
104,"SAMSUN VMTD","samsun-vmtd","","","","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_vmtd.png","images/com_joomleague/database/clubs/medium/medium_vmtd.png","images/com_joomleague/database/clubs/small/small_vmtd.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",72,0,0000-00-00 00:00:00,2019-05-24 11:06:11,854,,72
105,"ESKİŞEHİR ASP GSK","eskisehir-asp-gsk","","","","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_asp-gsk.png","images/com_joomleague/database/clubs/medium/medium_asp-gsk.png","images/com_joomleague/database/clubs/small/small_asp-gsk.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",73,0,0000-00-00 00:00:00,2018-12-13 19:54:45,232,,73
106,"AKHİSAR GENÇLERBİRLİĞİ","akhisar-genclerbirligi","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_Akhisarspor.png","images/com_joomleague/database/clubs/medium/medium_akhisarspor.png","images/com_joomleague/database/clubs/small/small_akhisarspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",106,0,0000-00-00 00:00:00,2022-04-21 06:11:00,485,"",128
107,"BATMAN BELEDİYESİ","batman-belediyesi","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_1955_batmanbb.png","images/com_joomleague/database/clubs/medium/medium_1955_batmanbb.png","images/com_joomleague/database/clubs/small/small_1955_batmanbb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",107,0,0000-00-00 00:00:00,2023-12-02 14:42:26,485,"",6743
108,"BATMAN GENÇLİK SPOR","batman-genclik-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_gsb.png","images/com_joomleague/database/clubs/medium/medium_gsb.png","images/com_joomleague/database/clubs/small/small_gsb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",108,0,0000-00-00 00:00:00,2019-10-01 08:45:45,854,"",76
109,"BATMAN ÖZEL İDARE","batman-oezel-idare","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_batman özel idare.png","images/com_joomleague/database/clubs/medium/medium_batman özel idare.png","images/com_joomleague/database/clubs/small/small_batman özel idare.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",109,0,0000-00-00 00:00:00,2022-04-21 06:13:43,485,"",131
110,"BEŞİKDÜZÜ YELKEN KULÜBÜ","beşikdüzü yelken kulübü","","","","","TUR",,"","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",110,0,0000-00-00 00:00:00,,,,78
111,"BÜYÜK KOLEJ","bueyuek-kolej","","","","","TUR",,"","","","","","","images/com_joomleague/database/clubs/large/large_buyukkolej.png","images/com_joomleague/database/clubs/medium/medium_buyukkolej.png","images/com_joomleague/database/clubs/small/small_buyukkolej.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",111,0,0000-00-00 00:00:00,2019-04-29 08:57:13,854,,79
112,"ÇALIK YEŞİLIRMAK EDAŞ","cal-k-yesil-rmak-edas","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_yedas.png","images/com_joomleague/database/clubs/medium/medium_yedas.png","images/com_joomleague/database/clubs/small/small_yedas.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",112,0,0000-00-00 00:00:00,2022-11-10 05:41:03,485,"",1447
113,"ÇORUM GENÇLİK SPOR","corum-genclik-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_gsb.png","images/com_joomleague/database/clubs/medium/medium_gsb.png","images/com_joomleague/database/clubs/small/small_gsb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",113,0,0000-00-00 00:00:00,2019-10-01 08:46:54,854,"",81
115,"ELAZIĞ BELEDİYESİ","elaz-g-belediyesi","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_elazigb.png","images/com_joomleague/database/clubs/medium/medium_elazigb.png","images/com_joomleague/database/clubs/small/small_elazigb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",115,0,0000-00-00 00:00:00,2019-10-01 08:18:24,854,"",82
116,"ELAZIĞ GENÇLİK SPOR","elaz-g-genclik-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_gsb.png","images/com_joomleague/database/clubs/medium/medium_gsb.png","images/com_joomleague/database/clubs/small/small_gsb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",116,0,0000-00-00 00:00:00,2019-10-01 08:19:56,854,"",83
117,"ELAZIĞ MASA TENİSİ İHTİSAS","elazığ masa tenisi ihtisas","","","","","TUR",,"","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",117,0,0000-00-00 00:00:00,,,,84
